id,name,category,focus,ages,levels,min_players,max_players,duration_min,intensity,equipment,description,coaching_points,easier,harder,needs_basket,space,sideline_ok,supervision,game_format,source,variants,game_like,concepts,themes
BH27,Team Tag (timed),ballhandling,ballhandling;game;physical,U9;U11;U13,beginner;intermediate;advanced,8,30,7,high,1 ball each,"Two teams. The tagging team stands in a line at the baseline; one tagger at a time dribbles out and tries to tag opponents, who dribble to escape. A tagged player (or one stepping out) waits on the sideline. Stop the clock when everyone is out; swap roles and beat the time.",Taggers work quickly and hand over cleanly; escapers use the whole space.,Taggers may tag without a ball.,Weak hand only; escapers who score three lay-ups can re-enter.,no,half_court,no,medium,,"Transforming Basketball — Small-Sided Games Book (transformingbball.com), adapted",,yes,,
BH28,Team Knock-Out (survive the grid),ballhandling,ballhandling;game,U9;U11;U13;U14,beginner;intermediate;advanced,8,30,6,high,"1 ball each, cones for the grid","One team dribbles inside a marked grid trying to survive; the other team hunts as a group, trapping and knocking balls out. Time how long the survivors last, then swap roles. Working together to trap is the point for the hunters.","Survivors: eyes up and keep space; hunters: communicate, cut off escapes.",Hunters walk.,Left hand only; survivors get one ball fewer so a trapped player may pass out to the free teammate.,no,half_court,no,medium,,"Transforming Basketball — Small-Sided Games Book (transformingbball.com), adapted",,yes,,
BH29,"Red Light, Green Light Shadow",ballhandling,ballhandling;coordination,U9;U11;U13;U14,beginner;intermediate;advanced,4,30,5,medium,1 ball each,"Pairs: the leader dribbles up the court changing speed as often as possible — stop, walk, skip, run — and the shadow copies while dribbling. Then add retreat and sideways dribbles. Swap on the whistle.","Sell the change of pace with the whole body; shadow reacts, never guesses.",Leader walks and jogs only.,Shadow without a ball works on defensive footwork: leader scores when she gains a step.,no,small_area,yes,low,,"Transforming Basketball — Small-Sided Games Book (transformingbball.com), adapted",,yes,,reaction
BH30,Pylon Dribbles (4 dribbles round the chair),ballhandling,ballhandling;passing_shooting,U11;U13;U14,intermediate;advanced,4,16,7,high,"chairs or tall cones, balls","Chairs spread around the half court. Players must get around a chair and to the basket in only four dribbles, so they learn to cover ground with long strides. Chairs rather than cones keep the eyes up. Coach can call a pass cue: one-hand pass to a partner, cut, receive and finish.",Push the ball out ahead and run; long strides; eyes on the rim.,Six dribbles.,Three dribbles; a defender waits in the paint to contest.,yes,half_court,no,medium,,"Transforming Basketball — Small-Sided Games Book (transformingbball.com), adapted",,no,,finishing;passing;spacing;reaction
BH31,1v3 Gladiator,ballhandling,ballhandling;defense,U11;U13;U14,intermediate;advanced,4,16,8,high,"cones to mark 3 pits, balls",Three defenders each guard their own zone (pit) laid out from half court to the basket. The attacker must dribble through all three pits and score at the end without leaving the arena or losing the ball. Rotate the attacker; count successful runs.,"Attack each defender with a move, then explode into the next pit; protect the ball on the far hip.",Two pits; defenders can only shadow.,Left hand only; max 3 dribbles per pit; the middle defender may retreat to make a 1v2.,yes,half_court,no,medium,,"Transforming Basketball — Small-Sided Games Book (transformingbball.com), adapted",,yes,,
BH32,1v1 Through the Gate,ballhandling,ballhandling;passing_shooting,U11;U13;U14,intermediate;advanced,4,16,7,high,"4 cones (two gates), balls","Two cone gates side by side in front of the attacker. At the last moment the defender steps into one gate; the attacker reads it, goes through the free gate and finishes live 1v1, completing the whole sequence in three dribbles.","Wait for the defender's choice, then go without hesitation; long strides to the rim.",Defender picks the gate early.,A second pair of gates behind the first; two dribbles.,yes,half_court,no,medium,,"Transforming Basketball — Small-Sided Games Book (transformingbball.com), adapted",,no,dribble_drive,finishing;1v1
BH33,1v1 Tight Grid (4 dribbles away from the rim),ballhandling,ballhandling;defense,U13;U14,intermediate;advanced,4,16,7,high,"cones, balls","1v1 inside a small marked grid near the basket. The attacker may take at most four dribbles that are not going towards the rim before it is a turnover, so she must attack rather than dance. Winner stays.",Every dribble with a purpose; attack the defender's front foot.,Six dribbles allowed.,Two dribbles; defender may steal.,yes,half_court,no,medium,,"Transforming Basketball — Small-Sided Games Book (transformingbball.com), adapted",,yes,,1v1
BH34,1v2 Touchdown (8 seconds),ballhandling,ballhandling;offense;defense,U13;U14,intermediate;advanced,6,18,8,high,balls,"One attacker against two defenders has 8 seconds to dribble the ball over the far baseline (touchdown), using pull-backs and changes of direction to create space. Then the two defenders attack the other way 2v1. If the defence steals at any point, they go immediately.",Pull back to create time and space; keep the ball on the outside hand; defenders pressure hard and trap on the sideline.,12 seconds; defenders may not steal.,Touchdown only through a cone gate.,no,full_court,no,medium,,"Transforming Basketball — Small-Sided Games Book (transformingbball.com), adapted",,yes,,
BH35,1v1 Change of Speed (full court),ballhandling,ballhandling;defense,U11;U13;U14,intermediate;advanced,4,16,7,high,balls,"Attacker and defender start together. In the backcourt the attacker may only walk and jog, changing speed, and the defender must stay level. The moment the attacker explodes to full speed after half court it becomes live 1v1 to the basket.",Change speed with the whole body; explode from a walk; defender stays a half step ahead.,Explode only after a whistle.,Attacker may explode in either half; defender also has a ball — first to score.,yes,full_court,no,medium,,"Transforming Basketball — Small-Sided Games Book (transformingbball.com), adapted",,no,,1v1;transition
PS29,1v1 Cat and Mouse (cone start),passing_shooting,passing_shooting;ballhandling;defense,U9;U11;U13;U14,beginner;intermediate;advanced,4,16,8,high,"1-2 cones per basket, balls","Attacker with the ball at the top, defender beside her, a cone a few metres ahead. The attacker dribbles at the cone and goes around either side; the defender must go around the opposite side, then it is live 1v1. For younger players one cone is enough; older players use two cones so the defender's route is longer.",Read the defender's route and attack the open side at speed; defender recovers and contests without fouling.,Defender walks the cone.,One-dribble score counts double; start from a pass so the defender chases on the catch.,yes,half_court,no,medium,,"Transforming Basketball — Small-Sided Games Book (transformingbball.com), adapted",,yes,dribble_drive,1v1
PS30,1v1 Around the Arc (race to the rim),passing_shooting,passing_shooting;ballhandling,U11;U13;U14,intermediate;advanced,4,16,7,high,balls,"Two players each with a ball dribble around the three-point arc side by side; the leader sets and changes the pace. The moment the leader steps inside the arc, it is a race: first to finish at the rim wins the point. Then swap leader.",Change of pace to gain the first step; long last two steps; finish with either hand.,Jog pace; finish uncontested.,Bonus point if you make the partner collide with you legally on the way in.,yes,half_court,no,medium,,"Transforming Basketball — Small-Sided Games Book (transformingbball.com), adapted",,yes,,finishing;1v1;conditioning
PS31,1v1 Continuous Chasedown,passing_shooting,passing_shooting;defense,U11;U13;U14,intermediate;advanced,4,12,8,high,balls,"Three attackers with a ball on the perimeter, one defender in the paint. Any attacker may drive at any moment (or the coach calls a name); the defender chases down and contests. After a score or stop the driver sprints to touch the baseline and becomes the defender, the old defender takes her spot outside.","Attack when the defender is not set; defender sprints and contests with the inside hand, no reaching.",Coach always calls the driver.,Two defenders in the paint; drivers may pass once.,yes,half_court,no,medium,,"Transforming Basketball — Small-Sided Games Book (transformingbball.com), adapted",,yes,,1v1;reaction;conditioning
PS32,1v1 Wing Touchdown (chair pick-up),passing_shooting,passing_shooting;coordination,U11;U13;U14,intermediate;advanced,4,12,7,high,"chair, balls","Defender leads: she speed-dribbles from the wing and places the ball on a chair at the elbow; the attacker sprints to pick it up while the defender turns to recover, then live 1v1. Flip the angle each round.",Pick the ball up with feet ready to attack; defender sprints back to the level of the ball.,Defender walks back.,Load to 2v2 with a second pair.,yes,half_court,no,medium,,"Transforming Basketball — Small-Sided Games Book (transformingbball.com), adapted",,yes,,1v1;conditioning
PS33,1v1 Lose the Shadow,passing_shooting,passing_shooting;ballhandling,U11;U13;U14,intermediate;advanced,4,12,7,high,chair with 2 balls,Two balls on a chair at the top. The attacker moves without the ball trying to lose her shadow (the defender) with changes of speed and fakes; when she gains a step she grabs a ball and it is live 1v1. Great for deception without the ball.,"Change speed, not just direction; grab the ball already facing the rim.",Defender shadows at arm's length only.,Attacker must grab the ball with the inside hand and finish in two dribbles.,yes,half_court,no,medium,,"Transforming Basketball — Small-Sided Games Book (transformingbball.com), adapted",,no,,1v1
PS34,1v1 Elbow Touches,passing_shooting,passing_shooting;ballhandling,U9;U11;U13;U14,beginner;intermediate;advanced,4,16,6,high,balls,"Attacker with the ball must touch both elbows of the key with her feet, the defender only the first one, then live 1v1. The extra touch gives the defender a head start so the attacker must beat her with a move.",Attack the recovering defender's front foot; finish through contact.,Defender touches both elbows too.,Limit the attacker to two dribbles.,yes,half_court,no,medium,,"Transforming Basketball — Small-Sided Games Book (transformingbball.com), adapted",,yes,dribble_drive,1v1
PS35,1v1 Five Spots (cone choice),passing_shooting,passing_shooting;ballhandling,U11;U13;U14,intermediate;advanced,4,16,8,high,"5 cones per basket, balls","Five cones around the key. The attacker dribbles around any cone she chooses; the defender must go round the opposite way (or trail if it is the top cone), then live 1v1. Add a passer so the attacker receives on the way around the cone and finishes off the catch.","Fake towards one cone, choose another; catch on the move with feet ready.",Only two cones.,Load a second defender for 1v2.,yes,half_court,no,medium,,"Transforming Basketball — Small-Sided Games Book (transformingbball.com), adapted",,no,dribble_drive,finishing;1v1;passing
PS36,1v1 Sprint-Ins (rooted defender),passing_shooting,passing_shooting;offense,U13;U14,intermediate;advanced,4,12,8,high,balls,"Attacker passes to a partner at the top and sprints in, calling for the ball when she wants it back. The defender must stay rooted on or inside the arc and can only react. Live 1v1 after the catch: 3 points for a wide-open finish or a three, 2 for any other rim finish, 1 for mid-range.",Time the call for the return pass; catch on the move; defender walls up early.,Defender must stay in the paint.,Defender may deny the return pass.,yes,half_court,no,medium,,"Transforming Basketball — Small-Sided Games Book (transformingbball.com), adapted",,yes,dribble_drive,finishing;1v1;passing;reaction
DF33,1v1 Seven Seconds,defense,defense;passing_shooting;game,U13;U14,intermediate;advanced,4,12,8,high,balls,"Pass to the attacker starts a 7-second shot clock. Points system: defence 3 for a stop before a shot, 2 for a block, 1 for an air ball; offence 3 for an open lay-up, 2 for a rim finish or a three, 1 for a mid-range make. Play to 10.","Defender sprints out on the pass and contains; attacker decides quickly, no dancing.","10 seconds, simple scoring.",Add a help defender who may stunt.,yes,half_court,no,medium,,"Transforming Basketball — Small-Sided Games Book (transformingbball.com), adapted",,yes,,finishing;1v1;passing;shooting
DF34,1v1 Lane Turns,defense,defense;ballhandling,U9;U11;U13;U14,beginner;intermediate;advanced,4,16,6,high,balls,"Attacker and defender stay between the lane lines going full length of the key (or half court in a lane). The defender earns a point every time she turns the dribbler, and two bonus points for finishing with a stop and the rebound; nothing if the attacker scores or gets the offensive rebound.","Stay in front, slide, turn the ball; box out after the contest.",Attacker at 70% speed.,Attacker may use the full width of the court.,yes,half_court,no,medium,,"Transforming Basketball — Small-Sided Games Book (transformingbball.com), adapted",,yes,,rebounding;finishing;1v1
DF35,1v1 Protect the Paint (5 seconds),defense,defense;ballhandling,U11;U13;U14,intermediate;advanced,4,16,7,high,balls,"The attacker has 5 seconds to get two feet inside the paint with the ball. The defender scores a point for keeping her out, two for a charge or steal; the attacker one point if she gets in and finishes. Start with no change of direction allowed, then open it up.","Beat the attacker to the spot; chest, not hands; attacker attacks in a straight line first.",8 seconds; defender shadows.,Attacker may use counters and step-backs.,yes,half_court,no,medium,,"Transforming Basketball — Small-Sided Games Book (transformingbball.com), adapted",,yes,dribble_drive,finishing;1v1
DF36,1v1 Close the Gate (scoring gates),defense,defense;ballhandling,U11;U13;U14,intermediate;advanced,4,16,7,high,"6 cones (three gates), balls","Three cone gates in front of the basket: a wide middle gate and two small side gates, plus the outside. The attacker has 8 seconds: a score through the middle gate is 3 points, through a small gate 2, from outside 1. The defender scores the mirror image for stops.",Defender's job is to close the middle; attacker reads which gate is open.,Two gates.,Add a help defender under the rim.,yes,half_court,no,medium,,"Transforming Basketball — Small-Sided Games Book (transformingbball.com), adapted",,yes,dribble_drive,1v1
DF37,1v1 Open and Chase,defense,defense;passing_shooting,U11;U13;U14,intermediate;advanced,4,16,6,high,"cones, balls","Defender initiates: she hip-turns and sprints around one side of a cone; the attacker must go around the opposite side and then it is live 1v1, so the defender is always recovering and the attacker learns to attack a chasing defender.","Attacker: go at full speed the moment the defender opens; defender: sprint to get back in front, then contest.",Defender jogs around the cone.,Attacker limited to two dribbles.,yes,half_court,no,medium,,"Transforming Basketball — Small-Sided Games Book (transformingbball.com), adapted",,yes,,1v1;conditioning
DF38,4v4 Prison Break (coach quiz),defense,defense;game;team_concepts,U13;U14,intermediate;advanced,8,16,10,high,balls,"4v4 half court with 3x3-style rules. At random the coach calls a defender's name: she runs to the coach and answers a question (a team rule or general knowledge). A wrong answer means she waits 10 seconds — so her team defends 3v4 and must scramble, help and rotate.",Talk and rotate immediately when a teammate leaves; offence attacks the advantage fast.,No penalty for a wrong answer.,Two names called at once.,yes,half_court,no,medium,4v4,"Transforming Basketball — Small-Sided Games Book (transformingbball.com), adapted",,yes,,transition;reaction
DF39,1v1 Shuffle Rebounds,defense,defense;physical,U11;U13;U14,intermediate;advanced,4,12,6,high,balls,Attacker shuffles from lane line to lane line; the coach shoots (or throws the ball hard off the backboard). When the ball hits the rim the defender may move and box out but not rebound; live 1v1 for the rebound and put-back.,"Find the body, hit and hold, then pursue; attacker crashes from the shuffle.",Defender may rebound too.,Add a second attacker crashing from the weak side.,yes,half_court,no,medium,,"Transforming Basketball — Small-Sided Games Book (transformingbball.com), adapted",,no,,rebounding;contact
DF40,Hot Potato Rebounding,defense,defense;passing_shooting;coordination,U9;U11;U13;U14,beginner;intermediate;advanced,3,12,6,high,balls,"Threes: players hand the ball off to each other quickly like a hot potato, weaving around the key. On 'go' whoever holds the ball shoots immediately; the other two fight for the rebound and play until someone scores.",Shoot without hesitation; rebounders find the ball's flight early; go up strong.,Shot from close range.,Add extra passes or a skip pass before the shot.,yes,half_court,no,medium,,"Transforming Basketball — Small-Sided Games Book (transformingbball.com), adapted",,yes,,rebounding
PS37,Basketball Tennis,passing_shooting,passing_shooting;coordination,U9;U11;U13;U14,beginner;intermediate;advanced,2,30,5,medium,1 ball per pair,"Pairs 4-5 metres apart with a line as the net. One-hand catch and one-hand pass: the ball must bounce once on the partner's side above knee height; a double bounce is a point. Play sets to 5, then switch hands.",Catch and pass with the same hand; use the wrist; move the feet to the ball.,"Two-hand catch, one-hand pass.",A dribble combo before each pass; doubles with two balls.,no,small_area,yes,low,,"Transforming Basketball — Small-Sided Games Book (transformingbball.com), adapted",,yes,,passing
PS38,Ping-Pong One-Hand Passes (60 s),passing_shooting,passing_shooting;ballhandling,U11;U13;U14,intermediate;advanced,3,30,5,medium,balls,"Passer keeps a sideways dribble; a receiver in the corner signals with hands and eyes and the passer fires a one-hand pass off the dribble while a blocker in between tries to get two hands on the ball. A pass right into the target is a point; 60-second bursts, then rotate.",Pass off the dribble without gathering; put the ball where the target hands are.,No blocker.,Pass with the weak hand only.,no,small_area,no,medium,,"Transforming Basketball — Small-Sided Games Book (transformingbball.com), adapted",,no,,passing;reaction
PS39,Grid Passing 1v1+1,passing_shooting,passing_shooting;offense,U11;U13;U14,intermediate;advanced,3,30,6,medium,"4 cones per group, balls","Four cones in a square, receiver and defender start in the middle, passer outside. The receiver may only catch while standing on one of the four cones, so she must seal the defender and show hands and eyes to say where she wants the ball. Rotate every 30 seconds.","Body between defender and ball, hands as a target, call for it; passer fakes.",Defender shadows only.,Add a defender on the passer; play 2v2 live after the catch.,no,small_area,no,medium,,"Transforming Basketball — Small-Sided Games Book (transformingbball.com), adapted",,no,,1v1;contact;passing
PS40,Make a Lead (pass into space),passing_shooting,passing_shooting;offense,U11;U13;U14,intermediate;advanced,3,16,6,medium,"2 cones per group, balls","Receiver in the middle, a cone on each side, defender behind her. The defender touches one cone; the receiver must move to the opposite cone while the passer dribbles towards the defender's side and delivers a one-hand pass into the space, weighted for the runner.","Pass to where the receiver will be, not where she is; weight the pass.",Defender announces the cone.,Add a defender on the passer; finish with a lay-up.,yes,half_court,no,medium,,"Transforming Basketball — Small-Sided Games Book (transformingbball.com), adapted",,no,,passing
PS41,Rapid-Fire Partner Passing (first to 12),passing_shooting,passing_shooting,U9;U11;U13;U14,beginner;intermediate;advanced,2,30,4,medium,1 ball per pair,"Pairs race to complete 12 passes of the type called: chest, bounce, one-hand push, hook, off the dribble, wrap-around. First pair to 12 wins the round; a dropped ball resets.","Accuracy first, then speed; ready hands every pass.",First to 8; chest passes only.,Weak hand only; alternate pass types each pass.,no,small_area,yes,low,,"Transforming Basketball — Small-Sided Games Book (transformingbball.com), adapted",,yes,,passing;reaction;conditioning
PS42,2v1 Break the Line,passing_shooting,passing_shooting;offense,U11;U13;U14,intermediate;advanced,3,12,6,high,balls,"Passer, defender and receiver in a straight line. The passer cannot pass until the defender has closed out and touched the ball; the receiver must move to break the line and receive a clean pass. On a steal or deflection play live 1v1 or 2v1 to the basket.","Receiver: one step to create an angle, hands ready; passer: pivot and fake before passing.",Defender does not deflect.,Passer may only use one hand.,yes,half_court,no,medium,,"Transforming Basketball — Small-Sided Games Book (transformingbball.com), adapted",,no,,1v1;passing;transition
PS43,2v2 Bowling Strikes,passing_shooting,passing_shooting;defense,U9;U11;U13;U14,beginner;intermediate;advanced,4,30,6,high,3 cones and 1 ball per group,"Three cones as pins guarded by two defenders; two attackers pass (no dribbling) and use fakes to find a gap and throw the ball at the pins. A knocked cone is a strike. 60-second bursts, then swap roles.",Fake a pass to make a pass; defenders move on the flight of the ball.,Attackers may take two steps with the ball.,Weak hand only; a no-look strike counts double.,no,small_area,no,medium,,"Transforming Basketball — Small-Sided Games Book (transformingbball.com), adapted",,yes,,passing
PS44,3v3 Touchdown (passing only),passing_shooting,passing_shooting;offense;game,U9;U11;U13;U14,beginner;intermediate;advanced,6,30,8,high,1 ball per game,"3v3 full court, no dribbling. Score a touchdown by catching the ball behind the opponents' baseline. If the ball carrier is tagged she must put the ball down exactly where she was tagged and the other team takes over.",Move immediately after passing; lead the runner; talk on defence.,Allow two steps with the ball.,Weak-hand passes only; a baseline-to-baseline pass counts double.,no,full_court,no,medium,,"Transforming Basketball — Small-Sided Games Book (transformingbball.com), adapted",,yes,,passing;transition
PS45,4v2 Rondo,passing_shooting,passing_shooting;offense,U11;U13;U14,intermediate;advanced,6,30,6,high,cones and 1 ball per group,"Four passers on the corners of a square, two defenders inside. Eight passes in a row is a point; a defender who deflects or tags the ball holder swaps out with the passer who lost it. Variations: call the receiver's name before passing, no-look passes only, one dribble then one-hand pass.","Fake, then pass away from the defender's hands; see the second defender.",3v1.,Passers may not move their feet; one dribble allowed then a one-hand pass.,no,small_area,no,medium,,"Transforming Basketball — Small-Sided Games Book (transformingbball.com), adapted",,no,,passing;reaction
PS46,Pass Tag,passing_shooting,passing_shooting;game;coordination,U9;U11;U13;U14,beginner;intermediate;advanced,6,30,6,high,1 ball,"One team has the ball and tries to tag every opponent with it (touch, not throw). The holder may take only one step and may not dribble, so the team must pass quickly to trap runners. Time how long it takes to get everyone out, then swap.",Pass ahead to a teammate closer to the runner; runners spread out.,Holder may take two steps.,Two balls in play.,no,half_court,no,medium,,"Transforming Basketball — Small-Sided Games Book (transformingbball.com), adapted",,yes,,passing
PS47,Hunter Tag (ball holder is safe),passing_shooting,passing_shooting;coordination,U9;U11;U13;U14,beginner;intermediate;advanced,3,30,5,high,1 ball per group of 3-4 (two balls for 5-6),"Groups of 3 to 6 with one ball (two balls for larger groups). The hunter may only tag a player who does not have the ball, so the group keeps passing to whoever is about to be tagged. Tagged player becomes the hunter.",Call for the ball early; pass before the hunter arrives; catch with two hands.,Hunter walks.,Bounce passes only.,no,small_area,no,medium,,"Transforming Basketball — Small-Sided Games Book (transformingbball.com), adapted",,yes,,passing
OF25,"3v3 Rugby (dribble forward, pass back)",offense,offense;team_concepts;game,U11;U13;U14,intermediate;advanced,6,15,10,high,balls,3v3 full court with one rule: you may dribble forward but every pass must go backwards (towards your own basket). Score at the far basket. Forces the ball handler to attack and teammates to trail in support.,Attack the space in front with the dribble; trailers fill behind at an angle; defence stops the ball first.,Sideways passes allowed.,Play 4v4 or 5v5 with the same rule.,yes,full_court,no,medium,3v3,"Transforming Basketball — Small-Sided Games Book (transformingbball.com), adapted",,yes,,passing;transition
OF26,Animals Game 4v4 (one defender starts ahead),offense,offense;team_concepts;game,U11;U13;U14,intermediate;advanced,8,16,10,high,balls,"4v4 full court, but one defender may only start in her own front court, so the offence brings the ball up 4v3 and must score before the ball crosses half court and the fourth defender joins. Variations: passing only in the backcourt; only one off-ball player inside the arc.",Recognise the advantage and attack it early; pass ahead; the late defender sprints to the ball.,Late defender waits for the first pass in the front court.,No dribble in the backcourt.,yes,full_court,no,medium,4v4,"Transforming Basketball — Small-Sided Games Book (transformingbball.com), adapted",,yes,,passing;transition
OF27,Circle Touch (temporary advantage),offense,offense;team_concepts;game,U11;U13;U14,intermediate;advanced,6,16,10,high,balls,"Play 2v2 to 4v4. When the ball crosses half court, one defender (coach's call) must run and touch the centre circle before recovering, so the offence has an advantage for a few seconds and must score before it disappears. On a stop the defence transitions and two new defenders join.",Read the advantage and attack it fast; touch and sprint back for the defender.,Defender walks to the circle.,Turnover if the offence does not score during the advantage.,yes,full_court,no,medium,3v3;4v4,"Transforming Basketball — Small-Sided Games Book (transformingbball.com), adapted",,yes,,transition;reaction
OF28,Spacing Races,offense,offense;team_concepts,U11;U13;U14,intermediate;advanced,8,20,6,high,cones for the spots,"Two teams weave around the key. The coach calls a spacing pattern — 4-out empty, 4-out filled, 5-out — and each team must sprint down the floor and self-organise into that pattern at the far end. First team correctly set wins the point.",Talk and point; fill the corners first; everyone stops on a spot.,Only two patterns.,Add a ball that must be reversed once the pattern is set.,no,full_court,no,medium,,"Transforming Basketball — Small-Sided Games Book (transformingbball.com), adapted",,yes,,spacing;reaction;conditioning
OF29,Breakout and Baseball (kick-ahead),offense,offense;passing_shooting,U11;U13;U14,intermediate;advanced,4,16,7,high,balls,"Pairs: one rebounds off the board, takes one breakout dribble and throws a long kick-ahead (baseball) pass to the partner who took off on the rebound. A pass caught in rhythm is a point; first to 4, then swap.","Rebound, chin, one dribble to clear, throw ahead of the runner; runner sprints wide.",Two dribbles; partner waits at half court.,Add a defender contesting the breakout or the finish.,yes,full_court,no,medium,,"Transforming Basketball — Small-Sided Games Book (transformingbball.com), adapted",,yes,,rebounding;passing;transition
GM25,3v3 Three Stages,game,game;offense;team_concepts,U13;U14,intermediate;advanced,6,15,12,high,balls,"Two teams race through three stages at one basket. Stage 1: three passes in a row inside the paint with no dribbles (screen, seal, pivot). Stage 2: score inside the arc only off a cut or a screen. Stage 3: score off a called two-player action. A steal means the other team plays whichever stage they are on.","Coach the stage they are on; celebrate clean cuts and screens, not just baskets.",Two stages.,Shot clock per stage.,yes,half_court,no,medium,3v3,"Transforming Basketball — Small-Sided Games Book (transformingbball.com), adapted",,yes,screens,contact;passing;footwork;spacing
GM26,"Charger (three teams, first to 11)",game,game;offense;defense;team_concepts,U13;U14,intermediate;advanced,9,15,12,high,balls,"Three teams, one waiting at half court. After a made basket the scoring team stays, the defence sprints off and the waiting team touches the centre circle before sprinting on to defend. First to 11 with the team scoring system (open lay-up 5, mid-range 1, +1 for scoring within 6 seconds, +1 after an offensive rebound). Play 3v3, 4v4 or 5v5.",Sprint back on every change; the incoming team communicates match-ups on the run.,"Simple scoring, no time bonus.",Game over for a team that does not run back after a turnover.,yes,full_court,no,medium,3v3;4v4;5v5,"Transforming Basketball — Small-Sided Games Book (transformingbball.com), adapted",,yes,,rebounding;finishing;conditioning
GM27,Cambio (change baskets on the call),game,game;offense;defense;team_concepts,U11;U13;U14,intermediate;advanced,6,16,10,high,balls,"3v3 or 4v4 played sideline to sideline between two side baskets (or on one half court). When the coach calls 'cambio' the attacking team must immediately switch to the other basket and keep playing. Constraints per round: left hand only, no dribble, scores only after a skip pass.",Re-space instantly after the call; defence sprints to protect the new basket first.,Cambio only on dead balls.,Cambio can be called several times a possession.,yes,half_court,no,medium,3v3;4v4,"Transforming Basketball — Small-Sided Games Book (transformingbball.com), adapted",,yes,,passing;reaction
GM28,Floor Is Lava (catch only in the paint or beyond the arc),game,game;offense;team_concepts,U13;U14,intermediate;advanced,6,15,10,high,balls,Normal 3v3 to 5v5 half court with one rule: a player may receive the ball only on a cut inside the paint or while standing outside the three-point line — the mid-range is lava. Forces spacing and hard cuts.,"Space to the arc, cut to the rim, nothing in between; passers fake and hit the cutter early.",Lava only after the second pass.,Scores from the paint count double.,yes,half_court,no,medium,3v3;4v4;5v5,"Transforming Basketball — Small-Sided Games Book (transformingbball.com), adapted",,yes,dribble_drive,spacing
GM29,"Scramble Touch (name called, possession changes)",game,game;offense;defense,U11;U13;U14,intermediate;advanced,6,15,8,high,balls,"3v3 half court. At any moment the coach calls a player's name: possession changes to the other team and the player who had the ball must touch the half-court line before recovering on defence, so her team scrambles 2v3 for a few seconds.",Defence: talk and cover the most dangerous player first; offence: attack the scramble immediately.,Name called only on a dead ball.,Two names called.,yes,half_court,no,medium,3v3,"Transforming Basketball — Small-Sided Games Book (transformingbball.com), adapted",,yes,,reaction
WU17,Dribble and Toss (tennis ball),warmup,physical;coordination;ballhandling,U9;U11;U13;U14,beginner;intermediate;advanced,1,30,5,medium,1 basketball and 1 tennis ball each,"Dribble the basketball with one hand while tossing and catching a tennis ball with the other: toss and catch, toss-clap-catch, toss under the leg, toss high while switching the dribble hand. Then walking, then jogging. Count how many catches in a row without losing either ball.","Eyes on the tennis ball, feel the basketball; keep the dribble low and steady.","Stationary, strong hand dribbles.",Weak-hand dribble; two tennis balls; partner throws the tennis ball to you.,no,small_area,yes,low,,original (written for this project),,yes,,reaction
WU18,Tennis Ball Wall Reaction,warmup,physical;coordination,U9;U11;U13;U14,beginner;intermediate;advanced,1,30,4,medium,"1 tennis ball each, a wall","Two metres from the wall: throw the tennis ball against the wall and catch it with one hand, then the other, then after one bounce, then with a clap in between, then turn 180 degrees and catch. In pairs one throws and the other catches the rebound off the wall.",Ready position with the hands up; move the feet to the ball; catch with soft fingers.,"Two-hand catches, gentle throws.",Two tennis balls alternating; catch while dribbling a basketball.,no,small_area,yes,low,,original (written for this project),,yes,,reaction
WU19,Tennis Ball Tag and Catch,warmup,physical;coordination,U9;U11;U13,beginner;intermediate;advanced,6,30,5,high,1 tennis ball per player,"Everyone jogs around the half court tossing and catching their own tennis ball. On the whistle the coach calls a task: freeze and balance the ball on the back of the hand, swap balls with the nearest player by throwing, sit down and stand up without dropping it, or a two-player race to a line.",Head up while jogging; quick reaction to the call.,Walk.,Dribble a basketball at the same time.,no,half_court,no,medium,,original (written for this project),,yes,,reaction;conditioning
CO25,Tennis Ball Juggle Progression,coordination,coordination,U9;U11;U13;U14,beginner;intermediate;advanced,1,30,5,low,2-3 tennis balls each,"One ball: toss from hand to hand in an arc at eye level. Two balls: toss one, when it peaks toss the other, catch both (the two-ball exchange). Three balls for those who can. Count consecutive catches; try it standing on one leg.","Throw to the same height every time; eyes on the peak, not the hands.",Beanbags or scarves instead of balls.,Juggle two balls with one hand; juggle while walking.,no,small_area,yes,low,,original (written for this project),,yes,,reaction
WU20,Keep the Balloon Up (dribbling),warmup,physical;coordination;ballhandling,U9;U11;U13,beginner;intermediate;advanced,1,30,5,medium,1 balloon and 1 basketball each,"Keep a balloon in the air with one hand while dribbling a basketball with the other. Count the taps; then tap only with the head, elbow or knee; then walk while doing it; in pairs share one balloon and alternate taps.",Small taps keep the balloon close; the dribble stays automatic and low.,"No basketball, just the balloon.",Weak-hand dribble; two balloons per pair.,no,small_area,yes,low,,original (written for this project),,yes,,reaction
WU21,Balloon Volley Pairs,warmup,physical;coordination;passing_shooting,U9;U11,beginner;intermediate;advanced,2,30,5,medium,"1 balloon per pair, cones","Pairs volley a balloon over a cone line: one touch each, then two touches, then only with the non-dominant hand, then both players dribble a basketball while volleying. First pair to 20 volleys wins.",Move under the balloon with the feet before hitting it.,Unlimited touches.,Balloon must be hit with a jump.,no,small_area,yes,low,,original (written for this project),,yes,,reaction
